,id,Tweet,tag,Classification,Subjectivity,Polarity,Analysis
321,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
322,1.54e+18,"['Hirsch', 'great', 'firewall', 'china', 'sonding', 'pretty', 'good', 'huh']",Firewall,1,0.7833333333333333,0.5833333333333334,Positive
323,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
324,1.54e+18,"['📌', '¿Qué', 'es', 'un', '‘Firewall’', 'cortafuegos', 'por', 'qué', 'es', 'clave', 'para', 'tu', 'seguridad', 'en', 'línea', 'httpstcou6Lg81LGeK']",Firewall,2,0.0,0.0,Neutral
325,1.54e+18,"['desktop', 'firewall', 'two', 'fact']",Firewall,1,0.0,0.0,Neutral
326,1.54e+18,"['【予約開始】DJ', 'QUNTH', 'FIREWALL', '広島拠点WHODAT所属、DJ', 'QUNTHによる現行HIPHOP', 'MIXがリリース。', 'httpstcoU2M9X3xbEa', 'httpstcooYoA2S1myD']",Firewall,2,0.0,0.0,Neutral
327,1.54e+18,"['Drunk', 'texting', 'get', 'firewall']",Firewall,1,1.0,0.04999999999999999,Positive
328,1.54e+18,"['invoice', 'firewall', 'Specialist', 'Account', 'Drives', 'Global', 'invoice', 'Concrete', 'Libyan', 'Soft', 'driver', 'invoice', 'httpstcoxO3ShcYdor']",Firewall,1,0.21666666666666667,0.08333333333333333,Positive
329,1.54e+18,"['Nothing', 'makes', 'want', 'recreate', 'Firewall', 'real', 'life', 'seeing', 'DnD', 'players', 'ridiculed', 'forPlaying', 'Characters', 'people', 'arent', 'even', 'part', 'game', 'Go', 'sit', 'shut', 'watch', 'like', 'good', 'Twitch', 'Boy']",Firewall,1,0.4177777777777779,0.17388888888888887,Positive
330,1.54e+18,"['CHINESE', 'HACKERS', 'EXPLOITED', 'SOPHOS', 'FIREWALL', 'ZERODAY', 'FLAW', 'TARGET', 'SOUTH', 'ASIAN', 'ENTITY', 'httpstco13T3HLF84B', 'hackers', 'ataques', 'cuentas', 'accesoremoto']",Firewall,2,0.0,0.0,Neutral
331,1.54e+18,"['Chinese', 'Hackers', 'Exploited', 'Sophos', 'Firewall', 'ZeroDay', 'Flaw', 'Target', 'SouthAsian', 'Entity', 'httpstcoxl4aX4Qb9J']",Firewall,1,0.0,0.0,Neutral
332,1.54e+18,"['Hey', 'requests', 'humiliated', 'arena', 'hahaha', 'loved', 'lives', 'new', 'sensations', 'loves', 'pinned', 'firewall', 'it’s', 'thrives', 'close', 'end']",Firewall,1,0.5515151515151516,0.3454545454545454,Positive
333,1.54e+18,"['carousel', 'also', 'find', 'Firewall', 'Authority', 'firewallauthority', 'com', 'taking', 'list', 'fun', 'vide…']",Firewall,1,0.1625,0.15,Positive
334,1.54e+18,"['scalable', 'firewall', 'Missouri', 'JBOD', 'Ecuador', 'Mouse', 'Account', 'Sports', 'Userfriendly', 'Car', 'Utah', 'Krona', 'httpstcordfS5smX7c']",Firewall,1,0.0,0.0,Neutral
335,1.54e+18,"['PHILIPPINES', 'BECOME', 'FIRST', 'COUNTRY', 'SOUTHEAST', 'ASIA', 'OFFER', 'STARLINK', 'BROADBAND', 'SERVICES', 'Analysts', 'pointed', 'Star…']",Firewall,1,0.3333333333333333,0.25,Positive
336,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
337,1.54e+18,"['Internet', 'Security', 'Firewall', 'Market', 'Size', '2022', 'Global', 'Industry', 'Analysis', 'Segments', 'Top', 'Key', 'httpstconzkZeFn73S']",Firewall,1,0.5,0.16666666666666666,Positive
338,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
339,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
340,1.54e+18,"['Amazing', 'Wapo', 'firewall', 'article', 'thank', 'httpstcofPyPxhhNRb']",Firewall,1,0.9,0.6000000000000001,Positive
341,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
342,1.54e+18,"['Im', 'sure', 'behind', 'firewall', 'httpstcoP7mSqnalAk']",Firewall,1,0.7944444444444444,-0.325,Negative
343,1.54e+18,"['Improve', 'balance', 'childs', 'behaviour', 'SleepTalk', 'process', 'develops', 'child’s', 'emotional', 'resilience', 'mind’s', 'firewall', 'protects', 'negative', 'suggestions', 'much', 'like', 'firewall', 'computer', 'Chester', 'EllesmerePort', 'httpstcohtF7fFewCv']",Firewall,1,0.4166666666666667,-0.033333333333333326,Negative
344,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
345,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
346,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
347,1.54e+18,"['Whatever', 'Spelt', 'Fuck', 'wrong', 'Chessy', 'trying', 'get', 'thought', 'firewall', 'protection', 'word', 'Hell', 'FYI', 'next', 'time', 'someone']",Firewall,1,0.5,-0.3,Negative
348,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
349,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
350,1.54e+18,"['「攻撃者はWebサイトのコンテンツ管理システム（CMS）への管理アクセスからユーザーの資格情報とセッションCookieを傍受することができました」', '「ソフォスのファイアウォールの脆弱性を持つインド、パキスタンなどを標的とする中国のAPTグループ」', 'httpstcoHbTYAPX43m']",Firewall,2,0.0,0.0,Neutral
351,1.54e+18,"['clientserver', 'Ohio', 'Movies', 'Wooden', 'RAM', 'Dominican', 'enhance', 'Rubber', 'firewall', 'Steel', 'Zimbabwe', 'Customerfocused', 'httpstcofyqA6Iv9Q1']",Firewall,1,0.0,0.0,Neutral
352,1.54e+18,"['Internal', 'Grocery', 'firewall', 'Bedfordshire', 'Mongolia', 'Personal', 'Sausages', 'index', 'Proactive', 'Fuerte', 'neural', 'Director', 'httpstcoccDorUKCed']",Firewall,1,0.15,0.0,Neutral
353,1.54e+18,"['indigo', 'Ball', 'deposit', 'webreadiness', 'modular', 'Market', 'Granite', 'optimal', 'mobile', 'Chief', 'Fantastic', 'firewall', 'httpstcoHav3uSySkV']",Firewall,1,0.9,0.4,Positive
354,1.54e+18,"['evolve', 'Wooden', 'system', 'Grocery', 'Jordan', 'synthesize', 'Licensed', 'invoice', 'generation', 'Granite', 'firewall', 'Mouse', 'httpstcoeN3SxaNaCb']",Firewall,1,0.0,0.0,Neutral
355,1.54e+18,"['CCNP', 'Security', 'Cisco', 'Secure', 'Firewall', 'Intrusion', 'Prevention', 'System', 'download', 'httpstcodZRG3G51i…']",Firewall,1,0.6,0.4,Positive
356,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
357,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
358,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
359,1.54e+18,"['Bypassing', 'WAF', 'WAFNinja', 'Firewall', 'Tutorial', 'httpstcoaOxID2oiu7', 'infosec', 'cybersecurity', 'redteam', 'pentest', 'pentesting…']",Firewall,1,0.0,0.0,Neutral
360,1.54e+18,"['CCNP', 'Security', 'Cisco', 'Secure', 'Firewall', 'Intrusion', 'Prevention', 'System', 'download', 'httpstcodZRG3G51i…']",Firewall,1,0.6,0.4,Positive
361,1.54e+18,"['CCNP', 'Security', 'Cisco', 'Secure', 'Firewall', 'Intrusion', 'Prevention', 'System', 'download', 'httpstcodZRG3G51i…']",Firewall,1,0.6,0.4,Positive
362,1.54e+18,"['CCNP', 'Security', 'Cisco', 'Secure', 'Firewall', 'Intrusion', 'Prevention', 'System', 'download', 'httpstcodZRG3G51i…']",Firewall,1,0.6,0.4,Positive
363,1.54e+18,"['CCNP', 'Security', 'Cisco', 'Secure', 'Firewall', 'Intrusion', 'Prevention', 'System', 'download', 'httpstcodZRG3G51iZ', 'Linux', 'KaliLinux', 'Ubuntu', 'hacking', 'Cybersecurity', 'infosec', 'cyber', 'BugBounty', 'web', 'cyberattacks', 'programming', 'bugbountytips', 'Kali', 'Linux', 'learning', 'httpstconKMlPjudLK']",Firewall,1,0.6,0.4,Positive
364,1.54e+18,"['chuvakin', 'may', 'called', 'firewall', 'firewall', 'features']",Firewall,1,1.0,0.25,Positive
365,1.54e+18,"['news', 'Sophos', 'Zeroday', 'Flaw', 'Chinese', 'Hackers', 'Implement', 'Backdoor', 'Details', 'httpstco42tWoONbvz', 'Sophos', 'cybersecurity…']",Firewall,1,0.0,0.0,Neutral
366,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
367,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
368,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
369,1.54e+18,"['Sophos', 'Firewall', 'zeroday', 'bug', 'exploited', 'weeks', 'fix', 'Ilascu', 'httpstcoPAJ2EpVYNr']",Firewall,1,0.0,0.0,Neutral
370,1.54e+18,"['✅', '¿Qué', 'es', 'un', '‘Firewall’', 'cortafuegos', 'por', 'qué', 'es', 'clave', 'para', 'tu', 'seguridad', 'en', 'línea', 'httpstcovPR5SreEap']",Firewall,2,0.0,0.0,Neutral
371,1.54e+18,"['Chinese', 'hacker', 'group', 'exploited', 'critical', '“thenzeroday”', 'vulnerability', 'Sophoss', 'firewall', 'infiltrate', 'company…']",Firewall,2,0.4,0.0,Neutral
372,1.54e+18,"['“We', 'deal', 'smaller', 'entities', 'virtually', 'protection', 'Jonathan', 'Kilpatrick', 'security', 'consulting', 'firm', 'Trulight…']",Firewall,1,0.45,-0.1,Negative
373,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
374,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
375,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
376,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
377,1.54e+18,"['carousel', 'also', 'find', 'Firewall', 'Authority', 'firewallauthority', 'com', 'taking', 'list', 'fun', 'vide…']",Firewall,1,0.1625,0.15,Positive
378,1.54e+18,"['Falla', 'de', 'Zero', 'Day', 'en', 'Sophos', 'Firewall', 'httpstcozMmcuYQl6m', 'Cybersecurity', 'Newsletter', 'Sophos', 'Vulnerabilidad', 'securitynews', 'httpstco2eTVCFoLjM']",Firewall,1,0.0,0.0,Neutral
379,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
380,1.54e+18,"['carousel', 'also', 'find', 'Firewall', 'Authority', 'firewallauthority', 'com', 'taking', 'list', 'fun', 'video', 'games', 'dragons', 'httpstco09FcjmYGks', 'httpstcoi2YU8WcjAW']",Firewall,1,0.1625,0.15,Positive
381,1.54e+18,"['Shirt', 'Jordan', 'engineer', 'Colorado', 'Profitfocused', 'schemas', 'Associate', 'violet', 'firewall', 'Metrics', 'drive', 'Optimization', 'httpstcowdfvQ9MyhU']",Firewall,1,0.0,0.0,Neutral
382,1.54e+18,"['Great', 'blue', 'firewall', 'hold', 'governor’s', 'cruel', 'amendments']",Firewall,1,0.6166666666666667,-0.06666666666666665,Negative
383,1.54e+18,"['“We', 'deal', 'smaller', 'entities', 'virtually', 'protection', 'Jonathan', 'Kilpatrick', 'security', 'consulting', 'firm', 'Trulight…']",Firewall,1,0.45,-0.1,Negative
384,1.54e+18,"['taizo', 'yet', 'Berlin', 'flight', 'cancelled', 'stuck', 'A’dam', 'longer', 'China', 'Beer’s', 'cheaper', 'almost', 'nobody', 'wears', 'mask…']",Firewall,1,0.0,0.0,Neutral
385,1.54e+18,"['one', 'Mobile', 'AddOns', 'use', 'First', 'go', 'smartphone', 'always', 'connected', 'NoRoot', 'Firewall', 'way', 'Im', 'putting', 'sim', 'card', 'turn', 'wifi', 'without', 'amazed', 'connects', 'internet', 'mean', 'apps', 'dont', 'exception']",Firewall,1,0.5104166666666666,-0.03125,Negative
386,1.54e+18,"['Chinese', 'hacker', 'group', 'exploited', 'critical', '“thenzeroday”', 'vulnerability', 'Sophoss', 'firewall', 'infiltrate', 'company…']",Firewall,2,0.4,0.0,Neutral
387,1.54e+18,"['Missão', 'abortada', 'tenho', 'firewall', 'pra', 'atualizar', 'hoje', 'de', 'noite', 'porque', 'é', 'isso', 'que', 'profissional', 'de', 'TI', 'faz', 'se', 'fode', 'kkkkkkkkk', 'httpstcodowvY6w67k']",Firewall,2,0.0,0.0,Neutral
388,1.54e+18,"['Top', 'Five', 'Books', 'History', 'order', '1', 'IBM', 'Holocaust', '2', 'Death', 'Innocence', 'Mamie', 'TillMobley', '3', 'Firewall', 'Lawrence', 'E', 'Walsh', '4', 'New', 'Confessions', 'Economic', 'Hit', 'Man', '5', 'Great', 'Coverup', 'Barry', 'Sussman']",Firewall,1,0.47613636363636364,0.4090909090909091,Positive
389,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
390,1.54e+18,"['✅', 'Testing', 'confirms', 'zeroday', 'protection', 'Plugin', 'Vulnerabilities', 'Firewall', 'protected', 'authenticated', 'local', 'file', 'inclusion', 'LFI', 'vulnerability', 'WordPress', 'plugin', 'Ultimate', 'Member', 'even', 'disclosed', 'httpstco614p9NycEs']",Firewall,1,0.5,0.0,Neutral
391,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
392,1.54e+18,['httpstco1JOSdvqdZG'],Firewall,1,0.0,0.0,Neutral
393,1.54e+18,"['DC', 'Chief', 'Justice', 'Christensen', 'points', 'dissent', 'decision', 'made', 'possible', 'Gov', 'Kim', 'Reynolds', 'addition', 'Republica…']",Firewall,1,1.0,0.0,Neutral
394,1.54e+18,"['NetFortris', 'Secure', 'Office', 'Solution', 'get', 'access', '•', 'UnifiedCommunications', '•', 'Poly', 'IP', 'Phones', '•', 'Zoom', 'Video', 'Meetings', '•', 'Broadband', 'Internet', '•', 'WiFi', 'Access', '•', 'Network', 'Security', 'httpstcodH6HsDp2Lx', 'UC', 'UCC', 'networking', 'data', 'tech', 'technology', 'firewall', 'SDWAN', 'httpstcoBTNYywLwIN']",Firewall,1,0.6,0.4,Positive
395,1.54e+18,"['yet', 'Berlin', 'flight', 'cancelled', 'stuck', 'A’dam', 'longer', 'China', 'Beer’s', 'cheaper', 'almost', 'nobody', 'wears', 'mask', 'navigating', 'Internet', 'breeze', 'we’re', 'longer', 'behind', 'Chinese', 'firewall', 'Yay', 'httpstcoSoPx4D6GY1']",Firewall,1,0.35,-0.2,Negative
396,1.54e+18,"['website', 'says', 'need', 'stronger', 'password', 'like', 'y’all', 'need', 'stronger', 'firewall', 'mf', 'can’t', 'remember', 'anything', 'dif…']",Firewall,1,0.5,0.5,Positive
397,1.54e+18,"['fix', 'fucking', 'firewall', 'yet', 'Francis']",Firewall,1,0.8,-0.6,Negative
398,1.54e+18,"['Chinese', 'hacker', 'group', 'exploited', 'critical', '“thenzeroday”', 'vulnerability', 'Sophoss', 'firewall', 'infiltrate', 'company…']",Firewall,2,0.4,0.0,Neutral
399,1.54e+18,"['nft', 'firewall', 'definitely', 'door', 'let', 'alone', 'one', 'in👀']",Firewall,1,0.75,0.0,Neutral
400,1.54e+18,"['operating', 'systems', 'browser', 'make', 'connections', 'need', 'handle', 'Either', 'way', 'LibreWolf', 'way', 'better', 'Firefox', 'still', 'need', 'firewall', 'complex', 'scenario', 'users', 'cannot', 'Enter', 'ArchLinux', 'OpenSnitch']",Firewall,1,0.4666666666666666,0.2333333333333333,Positive
401,1.54e+18,"['⚠️', 'Another', 'day', 'another', 'threat', 'Android', 'users', 'time', 'MaliBot', 'malware', 'among', 'capabilities…']",Malware,1,0.375,-0.125,Negative
402,1.54e+18,"['hacked', 'accounts', 'Roma', 'Wilson', 'amp', 'Varvara', 'Rao', 'email', 'phone', 'Pune', 'Police', 'official', 'recovery', 'methods', 'e…']",Malware,1,0.0,0.0,Neutral
403,1.54e+18,"['Scaling', 'Protect', '99', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,1,0.0,0.0,Neutral
404,1.54e+18,"['Internet', 'Explorer', 'Retired', 'Still', 'Attacker', 'Target', 'cybersecurity', 'infosec', 'hacker', 'cyberattack', 'phishing', 'cybercrime', 'malware', 'ransomware', 'httpstcodFFmXCpG0c']",Malware,1,0.0,0.0,Neutral
405,1.54e+18,"['DOJ', 'Russian', 'RSOCKS', 'botnet', 'disrupted', 'international', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,1,0.0,0.0,Neutral
406,1.54e+18,"['course', 'shitty', 'game', 'shitty', 'devs', 'uses', 'underhanded', 'selling', 'tactic', 'denuvo', 'releases', 'game', 'malware', 'preinstalled', 'lol']",Malware,1,0.5,0.0,Neutral
407,1.54e+18,"['15', 'vulnerabilities', 'discovered', 'Siemens', 'industrial', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,2,0.0,0.0,Neutral
408,1.54e+18,"['Riskonnect', 'Certified', 'Great', 'Place', 'Work®', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,1,0.75,0.8,Positive
409,1.54e+18,"['HelloXD', 'Ransomware', 'Installing', 'Backdoor', 'Targeted', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,2,0.0,0.0,Neutral
410,1.54e+18,"['Commercial', 'Aircraft', 'Feature', 'New', 'Altimeters', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence…']",Malware,1,0.22727272727272727,0.06818181818181818,Positive
411,1.54e+18,"['Commercial', 'Aircraft', 'Feature', 'New', 'Altimeters', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence…']",Malware,1,0.22727272727272727,0.06818181818181818,Positive
412,1.54e+18,"['don’t', 'need', 'another', 'infosec', 'hero', 'CSO', 'Online', 'cybersecurity', 'infosec', 'hacker', 'cyberattack', 'phishing', 'cybercrime', 'mal…']",Malware,1,0.0,0.0,Neutral
413,1.54e+18,"['don’t', 'need', 'another', 'infosec', 'hero', 'CSO', 'Online', 'cybersecurity', 'infosec', 'hacker', 'cyberattack', 'phishing', 'cybercrime', 'mal…']",Malware,1,0.0,0.0,Neutral
414,1.54e+18,"['Commercial', 'Aircraft', 'Feature', 'New', 'Altimeters', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence…']",Malware,1,0.22727272727272727,0.06818181818181818,Positive
415,1.54e+18,"['“Peraton', 'employs', 'industry’s', 'leading', 'digital', 'forensic', 'analysts', 'malware', 'reverse', 'engineers', 'former', 'DC3', 'operations', 'leader', 'excited', 'bring', 'collective', 'expertise', 'bear', 'service', 'Center’s', 'growing', 'responsibilities”', 'Renko', 'said']",Malware,1,0.2125,0.06875,Positive
416,1.54e+18,"['♠️Once', 'Ex', 'Went', 'Black', 'Never', 'Went', 'Back', 'LOL♠️', 'See', 'FREE', 'Video', 'Clicking', 'Link', 'Profile', 'Use', 'Sea…']",Malware,1,0.41111111111111115,0.07777777777777779,Positive
417,1.54e+18,"['Commercial', 'Aircraft', 'Feature', 'New', 'Altimeters', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,1,0.22727272727272727,0.06818181818181818,Positive
418,1.54e+18,"['locked', 'account', 'dont', 'want', 'compromised', 'hacker', 'google', 'account', 'hacked', 'an…']",Malware,1,0.2888888888888889,-0.15555555555555559,Negative
419,1.54e+18,"['Outbound', 'Investment', 'Reviews', 'Would', 'Mean', 'US', 'Cos', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,1,0.6875,-0.3125,Negative
420,1.54e+18,"['Calif', 'Privacy', 'Agency', 'Signals', 'Strength', 'Rules', 'infosec', 'infosecurity', 'cybersecurity', 'threatintel', 'threatintelligence', 'hacking', 'cybernews', 'cyberattack', 'threathunting', 'cloudsecurity', 'appsec', 'malware', 'ransomware', 'devops', 'dfir', 'rsac', 'CISA', 'owasp', 'httpstcoHu1tkKYF4o']",Malware,1,0.0,0.0,Neutral
421,1.54e+18,"['vidIQ', 'Vision', 'YouTube', 'Enterprise', 'v3731', 'Full', 'Activated', '–', 'YouTube', 'SEO', '–', 'Discount', '100', 'httpstcotrvWwEKYnu', '…']",Malware,1,0.55,0.35,Positive
422,1.54e+18,"['vidIQ', 'Vision', 'YouTube', 'Enterprise', 'v3731', 'Full', 'Activated', '–', 'YouTube', 'SEO', '–', 'Discount', '100', 'httpstcotrvWwEKYnu', 'infosec', 'bugcrowd', 'bugbountytips', 'bugbountytip', 'CyberSecurity', '100DaysOfCode', 'Malware', 'CodeNewbie', 'BugHunter', 'Javascript', 'via']",Malware,1,0.55,0.35,Positive
423,1.54e+18,"['httpstcoBWEGnGKZRB', 'Experts', 'link', 'Hermit', 'spyware', 'Italian', 'surveillance', 'firm', 'RCS', 'Lab', 'front', 'company', 'news', 'tech', '…']",Malware,1,0.2,-0.1,Negative
424,1.54e+18,"['httpstcoBWEGnGKZRB', 'Experts', 'link', 'Hermit', 'spyware', 'Italian', 'surveillance', 'firm', 'RCS', 'Lab', 'front', 'company', 'news', 'tech', '…']",Malware,1,0.2,-0.1,Negative
425,1.54e+18,"['misread', 'question', 'asking', 'much', 'card', 'lol', 'card', 'oops', 'thumb', 'drives', 'diagnostic', 'tools', 'malwarevirus', 'tools', 'copy', 'win', '10', 'Pro', 'use', 'help', 'fix', 'PCs', 'Ive', 'even', 'looked', 'many', 'GB', 'lol']",Malware,1,0.5,0.6199999999999999,Positive
426,1.54e+18,"['Neat', 'new', 'piece', 'malware', 'written', 'Go', 'interesting', 'part', 'uses', 'much', 'nice', 'developer', 'tooling', 'people…']",Malware,2,0.5309090909090909,0.3872727272727272,Positive
427,1.54e+18,"['first', 'malware', 'outbreak', 'AIDS', 'virus', 'introduced', 'LAN', 'Johns', 'Hopkins', 'Medical', 'Centers', 'Pathology', 'Department', 'Somebody', 'bringing', 'pirated', 'games', '360k', 'floppy', 'play', 'work', 'Written', 'TurboPascal']",Malware,2,0.14444444444444446,0.041666666666666664,Positive
428,1.54e+18,"['♠️Once', 'Ex', 'Went', 'Black', 'Never', 'Went', 'Back', 'LOL♠️', 'See', 'FREE', 'Video', 'Clicking', 'Link', 'Profile', 'Use', 'Sea…']",Malware,1,0.41111111111111115,0.07777777777777779,Positive
429,1.54e+18,"['Organized', 'list', 'malware', 'development', 'resources', 'httpstcoCrriZ8cODF', 'Pentesting', 'CyberSecurity', 'Infosec', 'https…']",Malware,2,0.0,0.0,Neutral
430,1.54e+18,"['Symbiote', 'New', 'extremely', 'evasive', 'Linux', 'malware', 'spotted', 'httpstcoLlElYWOWV8']",Malware,2,0.7272727272727273,0.005681818181818177,Positive
431,1.54e+18,"['Hey', 'guys', 'Im', 'creating', 'KVM', 'malware', 'lab', 'guide', 'share', 'point', 'soonish']",Malware,1,1.0,0.5,Positive
432,1.54e+18,"['anubhav', 'Malware', '2022', 'httpstcoPctCqEJrVM']",Malware,1,0.0,0.0,Neutral
